,Total extra views,Average distance,Max distance
https://www.tudelft.nl/en/education/programmes/masters/mechanical-engineering/msc-mechanical-engineering/track-overview/track-energy-process-technology/,1565.0,1.5649999999999658,5.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/ee/bsc-electrical-engineering/,1564.0,1.5639999999999818,4.0
https://www.tudelft.nl/en/ewi/,1562.0,1.5619999999999794,3.0
https://www.tudelft.nl/en/faculty-of-applied-sciences/about-faculty/departments/chemical-engineering/research-themes/materials-and-polymers/,1549.0,1.548999999999966,3.0
https://www.tudelft.nl/studenten/faculteiten/bk-studentenportal/onderwijs/master-of-science/masteropleiding-architecture-urbanism-building-sciences/elective-design-projects/,1545.0,1.54499999999997,5.0
https://www.tudelft.nl/en/education/admission-and-application/bsc-international-diploma/1-admission-requirements/,1544.0,1.5439999999999807,4.0
https://www.tudelft.nl/onderwijs/opleidingen/minor/individueel-samengestelde-minor/,1540.0,1.5399999999999805,4.0
https://www.tudelft.nl/bk/studeren/minoren-en-keuzevakken/architecture-presentation-visions-reviewed/,1539.0,1.5389999999999764,6.0
https://sportsandculture.tudelft.nl/nl/bookings/view/new,1537.0,1.536999999999975,8.0
https://www.tudelft.nl/studenten/faculteiten/bk-studentenportal/onderwijs/intekening-en-svo/,1534.0,1.5339999999999716,6.0
https://www.tudelft.nl/studenten/ict/ict-voorzieningen/printen-scannen-en-kopieren/,1532.0,1.5319999999999812,3.0
https://www.tudelft.nl/en/tu-delft-student-portal/ict/help/vpn-openvpn/,1532.0,1.5319999999999814,3.0
https://www.tudelft.nl/en/student/faculties/a-be-student-portal/education/exchange/student-exchange/what-is-exchange/,1524.0,1.5239999999999707,6.0
https://databases.tudl.tudelft.nl/?t=az,1524.0,1.5239999999999647,9.0
https://www.tudelft.nl/en/about-tu-delft/working-at-tu-delft/jobs/,1519.0,1.518999999999983,4.0
https://www.tudelft.nl/en/staff/j.l.a.dubbeldam,1518.0,1.517999999999982,2.0
https://www.tudelft.nl/en/education/programmes/masters/?lookup%5B99822%5D%5Bfilter%5D%5B25%5D%5B88%5D=88,1518.0,1.5179999999999811,5.0
http://www.3me.tudelft.nl,1514.0,1.5139999999999814,2.0
https://www.tudelft.nl/onderwijs/praktische-zaken/scholarships/,1513.0,1.5129999999999808,3.0
http://tulib.tudelft.nl/publishing/copyright/,1512.0,1.5119999999999847,2.0
https://www.tudelft.nl/tbm/over-de-faculteit/afdelingen/values-technology-and-innovation/people/full-professors/profdr-mj-jeroen-van-den-hoven/,1510.0,1.5099999999999676,4.0
https://www.tudelft.nl/bk/studeren/beroepservaring/,1510.0,1.509999999999981,2.0
https://www.tudelft.nl/tbm/over-de-faculteit/afdelingen/values-technology-and-innovation/sections/ethicsphilosophy-of-technology/,1507.0,1.5069999999999824,2.0
https://www.tudelft.nl/tnw/,1507.0,1.5069999999999804,2.0
https://www.tudelft.nl/en/ide/about-ide/departments/sustainable-design-engineering/research-areas/design-for-sustainability/,1506.0,1.505999999999981,2.0
https://www.tudelft.nl/en/tpm/about-the-faculty/departments/multi-actor-systems/people/phd-candidates/ir-g-geertje-slingerland/,1505.0,1.504999999999983,2.0
https://www.tudelft.nl/en/education/programmes/masters/aerospace-engineering/msc-aerospace-engineering/,1505.0,1.5049999999999841,4.0
http://railahead.tudelft.nl/themes/all-publications/,1504.0,1.5039999999999834,2.0
https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/1-admission-requirements/,1501.0,1.5009999999999812,4.0
https://www.tudelft.nl/tbm/denhaag/,1501.0,1.5009999999999815,2.0
https://www.tudelft.nl/index.php?id=49137,1500.0,1.4999999999999822,2.0
http://staff.tudelft.nl/en/E.Jafari/,1498.0,1.4979999999999651,3.0
https://www.tudelft.nl/tbm/onderwijs/bacheloropleiding/,1497.0,1.4969999999999695,14.0
https://www.tudelft.nl/d-dream/teams/project-march/,1496.0,1.4959999999999838,2.0
http://staff.tudelft.nl/A.A.J.F.vandenDobbelsteen/,1491.0,1.4909999999999655,3.0
http://staff.tudelft.nl/en/T.Bacchin/,1489.0,1.4889999999999641,3.0
https://www.tudelft.nl/en/student/faculties/ceg-student-portal/education/education-information/study-abroad/,1487.0,1.4869999999999837,2.0
https://www.tudelft.nl/en/staff/a.w.heemink,1485.0,1.4849999999999828,2.0
https://www.tudelft.nl/en/ide/about-ide/departments/sustainable-design-engineering/research-areas/design-for-sustainability/education/,1485.0,1.4849999999999817,2.0
http://www.cheme.tudelft.nl,1478.0,1.4779999999999829,2.0
https://www.tudelft.nl/en/faculty-of-applied-sciences/,1475.0,1.4749999999999823,2.0
https://www.tudelft.nl/bk/studeren/minoren-en-keuzevakken/cities-migration-socio-spatial-inequality/,1474.0,1.4739999999999767,5.0
https://online-learning.tudelft.nl/courses/sustainable-urban-freight-transport-a-global-perspective/,1473.0,1.4729999999999661,5.0
https://www.tudelft.nl/en/x/about-x/yearly-overview/,1471.0,1.4709999999999686,11.0
https://www.tudelft.nl/lr/organisatie/afdelingen/aerodynamics-wind-energy-flight-performance-and-propulsion/wind-energy/,1470.0,1.4699999999999827,2.0
http://staff.tudelft.nl/en/M.G.Elsinga/,1466.0,1.4659999999999673,3.0
http://www.ewi.tudelft.nl/epp,1458.0,1.4579999999999795,4.0
https://www.tudelft.nl/studenten/faculteiten/bk-studentenportal/organisatie/studieadviseurs/,1451.0,1.450999999999972,6.0
https://www.tudelft.nl/en/education/programmes/minor/,1446.0,1.4459999999999789,5.0
https://www.tudelft.nl/tu-delft-studentenportal/ict/help/m/,1439.0,1.438999999999967,5.0
https://www.tudelft.nl/en/education/practical-matters/scholarships/sub-saharan-africa-excellence-scholarships/,1439.0,1.4389999999999803,4.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/?lookup%5B93512%5D%5Bfilter%5D%5B22%5D%5B%5D=Type%2FMasterthema%27s%2FArchitectuur+%7C+Gebouwde+Omgeving+%7C+Bouwen,1436.0,1.4359999999999782,4.0
https://www.tudelft.nl/en/x/whats-on-offer/events/,1435.0,1.4349999999999683,9.0
https://www.tudelft.nl/en/about-tu-delft/strategy/strategy-documents-tu-delft/integrity-policy/,1428.0,1.4279999999999813,4.0
https://www.tudelft.nl/en/student/faculties/a-be-student-portal/education/master-of-science/master-of-science-programme-architecture-urbanism-building-sciences/graduating/admission-requirements-p2-and-p4/,1428.0,1.4279999999999768,4.0
https://www.tudelft.nl/en/education/practical-matters/scholarships/,1424.0,1.4239999999999828,4.0
https://www.tudelft.nl/studenten/onderwijs/vakken-en-tentamens/tentamens/aanmelden-voor-tentamens/,1424.0,1.4239999999999668,5.0
https://www.tudelft.nl/en/faculty-of-applied-sciences/about-faculty/departments/quantum-nanoscience/,1423.0,1.4229999999999785,3.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/?lookup%5B93512%5D%5Bfilter%5D%5B22%5D%5B%5D=Type%2FMasterthema%27s%2FInformatietechniek+%7C+Informatica,1423.0,1.4229999999999787,4.0
https://www.tudelft.nl/en/2020/x/corona-virus-update-x-will-be-closed-immediately/,1413.0,1.4129999999999696,7.0
https://www.tudelft.nl/over-tu-delft/contact-en-bereikbaarheid/plattegrond-en-gebouwen/gebouw-23/,1411.0,1.41099999999997,10.0
https://www.tudelft.nl/en/student/faculties/a-be-student-portal/education/forms/conversion-of-credits-and-marks/,1410.0,1.4099999999999733,5.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/?lookup%5B93512%5D%5Bfilter%5D%5B22%5D%5B%5D=Type%2FMasterthema%27s%2FTransport%2C+Infrastructuur+en+Logistiek,1404.0,1.4039999999999788,4.0
https://www.tudelft.nl/en/architecture-and-the-built-environment/research/research-at-bk-bouwkunde/urbanism/delta-urbanism/,1379.0,1.3789999999999778,4.0
https://www.tudelft.nl/bk/over-faculteit/hoogleraren/profdrir-mg-elsinga/,1379.0,1.3789999999999782,4.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/?lookup%5B93512%5D%5Bfilter%5D%5B22%5D%5B%5D=Type%2FMasterthema%27s%2FChemische+%7C+Biochemische+%7C+Procestechnologie,1378.0,1.377999999999979,4.0
https://www.tudelft.nl/2020/tnw/de-kracht-van-collageen/,1373.0,1.3729999999999802,4.0
https://www.tudelft.nl/en/student/faculties/a-be-student-portal/education/academic-graduation-calendar/,1371.0,1.3709999999999742,4.0
http://visit.tudelft.nl,1370.0,1.3699999999999821,4.0
https://www.tudelft.nl/2020/tu-delft/coronavirus/huidige-maatregelen/thuiswerken/,1366.0,1.3659999999999817,3.0
https://www.tudelft.nl/staff/e.jafari/,1364.0,1.3639999999999735,3.0
https://www.tudelft.nl/en/student/ict/software/,1364.0,1.3639999999999826,2.0
https://www.tudelft.nl/x/verhuur-catering/meetings-evenementen/,1354.0,1.353999999999976,8.0
https://www.tudelft.nl/en/architecture-and-the-built-environment/research/graduate-school-a-be/phd-projects/architectural-project-and-its-foundations/,1349.0,1.348999999999974,4.0
https://www.tudelft.nl/en/2020/tu-delft/coronavirus/current-measures/working-from-home/,1349.0,1.3489999999999804,4.0
https://www.tudelft.nl/tnw/over-faculteit/afdelingen/chemical-engineering/about-the-department/mecs/people/,1348.0,1.347999999999982,4.0
https://www.tudelft.nl/mobility/meedoen/thuiswerken/weblogin/,1346.0,1.3459999999999814,2.0
https://www.tudelft.nl/en/architecture-and-the-built-environment/research/graduate-school-a-be/phd-projects/design-history/,1341.0,1.3409999999999782,4.0
https://online-learning.tudelft.nl/courses/mind-of-the-universe-robots-in-society-blessing-or-curse/,1339.0,1.3389999999999722,5.0
https://osistud.tudelft.nl/osiris_student/StartPagina.do,1339.0,1.3389999999999846,2.0
https://online-learning.tudelft.nl/courses/citizens-co-creating-sustainable-cities/,1334.0,1.3339999999999737,6.0
https://online-learning.tudelft.nl/courses/communicating-effectively-how-to-inspire-and-convince/,1331.0,1.3309999999999729,5.0
https://www.tudelft.nl/en/student/faculties/3me-student-portal/education/related/internships/,1329.0,1.328999999999981,2.0
https://www.tudelft.nl/studenten/faculteiten/3me-studentenportal/onderwijs/gerelateerd/internships/,1326.0,1.3259999999999807,2.0
https://www.tudelft.nl/en/library/using-the-library/facilities-study-places/off-campus-access/access-via-vpn/,1324.0,1.323999999999983,2.0
https://www.tudelft.nl/tbm/,1321.0,1.3209999999999786,6.0
https://www.tudelft.nl/en/tnw/cheme/,1320.0,1.3199999999999832,2.0
https://online-learning.tudelft.nl/courses/solar-energy-pv-systems/,1318.0,1.3179999999999743,4.0
https://www.tudelft.nl/library/bezoek-gebruik/openingstijden-locaties/tresor/,1315.0,1.314999999999978,11.0
https://online-learning.tudelft.nl/courses/design-leadership-and-innovation/,1302.0,1.3019999999999756,5.0
https://online-learning.tudelft.nl/courses/solar-energy-pv-technologies/,1291.0,1.2909999999999757,5.0
https://online-learning.tudelft.nl/courses/responsible-innovation-building-tomorrows-responsible-firms/,1291.0,1.2909999999999775,5.0
https://online-learning.tudelft.nl/courses/cyber-security-economics/,1290.0,1.2899999999999772,5.0
https://online-learning.tudelft.nl/courses/influencing-stakeholders-dealing-with-power-and-dynamics-in-teams-and-networks/,1287.0,1.286999999999977,5.0
https://online-learning.tudelft.nl/courses/responsible-innovation/,1283.0,1.2829999999999768,5.0
https://online-learning.tudelft.nl/courses/entrepreneurship-for-engineers/,1282.0,1.2819999999999752,5.0
https://www.tudelft.nl/en/x/whats-on-offer/overview-a-z/boating-licence/,1278.0,1.2779999999999774,7.0
https://online-learning.tudelft.nl/courses/entrepreneurship-for-global-challenges-in-emerging-markets/,1276.0,1.2759999999999772,5.0
https://online-learning.tudelft.nl/courses/creative-problem-solving-and-decision-making/,1275.0,1.2749999999999773,4.0
https://www.tudelft.nl/library/over-the-library/tu-delft-library-presenteert/drawing-rooms/,1275.0,1.274999999999979,10.0
https://www.tudelft.nl/citg/over-faculteit/afdelingen/geoscience-engineering/sections/geo-engineering/education/bachelor/,1273.0,1.272999999999981,5.0
https://www.tudelft.nl/io/,1273.0,1.2729999999999804,5.0
https://www.tudelft.nl/en/tpm/,1264.0,1.2639999999999822,5.0
https://www.tudelft.nl/tbm/over-de-faculteit/afdelingen/engineering-systems-and-services/people/associate-professors/dr-tc-tina-comes/,1263.0,1.2629999999999793,5.0
https://online-learning.tudelft.nl/courses/open-government/,1255.0,1.2549999999999781,5.0
https://online-learning.tudelft.nl/courses/introduction-aeronautical-engineering/,1252.0,1.2519999999999774,5.0
http://homepage.tudelft.nl/z63s8/,1249.0,1.2489999999999781,5.0
https://online-learning.tudelft.nl/courses/the-building-blocks-of-a-quantum-computer/,1248.0,1.2479999999999778,4.0
https://online-learning.tudelft.nl/courses/nature-based-metropolitan-solutions/,1248.0,1.2479999999999793,5.0
https://online-learning.tudelft.nl/courses/sustainable-urban-development-discover-advanced-metropolitan-solutions/,1247.0,1.2469999999999797,5.0
https://online-learning.tudelft.nl/courses/sustainable-packaging-in-a-circular-economy/,1244.0,1.2439999999999813,5.0
https://online-learning.tudelft.nl/courses/project-finance-funding-projects-successfully/,1238.0,1.23799999999998,5.0
https://www.tudelft.nl/library/collecties/4-tu-centre-for-research-data/,1237.0,1.2369999999999788,11.0
https://online-learning.tudelft.nl/courses/pre-university-calculus/,1236.0,1.2359999999999798,5.0
https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/marco-loog/,1232.0,1.2319999999999836,2.0
https://www.tudelft.nl/tbm/over-de-faculteit/afdelingen/engineering-systems-and-services/people/assistant-professors/dr-mr-n-niek-mouter-msc/,1229.0,1.2289999999999819,5.0
https://online-learning.tudelft.nl/courses/circular-economy-design-and-technology/,1229.0,1.228999999999981,5.0
https://online-learning.tudelft.nl/courses/managing-building-adaptation-sustainable-approach/,1228.0,1.2279999999999809,5.0
https://online-learning.tudelft.nl/courses/open-science-sharing-your-research-with-the-world/,1228.0,1.227999999999981,5.0
https://online-learning.tudelft.nl/courses/image-ability-visualizing-the-unimaginable/,1228.0,1.2279999999999804,4.0
https://online-learning.tudelft.nl/courses/urban-design-for-the-public-good-dutch-urbanism/,1227.0,1.2269999999999823,5.0
https://www.tudelft.nl/en/tpm/about-the-faculty/departments/engineering-systems-and-services/,1226.0,1.2259999999999802,5.0
https://online-learning.tudelft.nl/courses/design-practice-in-business/,1225.0,1.2249999999999812,4.0
https://online-learning.tudelft.nl/courses/adaptive-planning-for-infrastructure-and-water-management/,1221.0,1.220999999999981,5.0
https://www.tudelft.nl/en/osiris/,1214.0,1.213999999999986,2.0
https://online-learning.tudelft.nl/courses/the-next-generation-of-infrastructure/,1211.0,1.2109999999999819,4.0
https://online-learning.tudelft.nl/courses/design-in-healthcare-using-patient-journey-mapping/,1208.0,1.207999999999981,5.0
https://e-service.tudelft.nl,1207.0,1.2069999999999852,3.0
https://online-learning.tudelft.nl/courses/geoscience-the-earth-and-its-resources/,1205.0,1.2049999999999825,4.0
https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/marcel-reinders/,1203.0,1.2029999999999859,2.0
https://online-learning.tudelft.nl/courses/healthy-ageing-in-6-steps/,1203.0,1.2029999999999825,4.0
https://online-learning.tudelft.nl/courses/rethink-the-city-new-approaches-to-global-and-local-urban-challenge/,1201.0,1.200999999999982,4.0
https://online-learning.tudelft.nl/courses/zero-energy-design-an-approach-to-make-your-building-sustainable/,1198.0,1.1979999999999824,5.0
https://online-learning.tudelft.nl/courses/electric-cars-introduction/,1194.0,1.1939999999999824,5.0
http://osistud.tudelft.nl,1193.0,1.1929999999999858,2.0
https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/bob-duin/,1192.0,1.1919999999999864,2.0
https://online-learning.tudelft.nl/courses/models-in-architecture-design-through-physical-and-digital-models/,1189.0,1.188999999999983,5.0
https://www.tudelft.nl/osiris/,1188.0,1.187999999999988,2.0
https://www.tudelft.nl/bk/studeren/minoren-en-keuzevakken/house-of-the-future/,1185.0,1.1849999999999836,6.0
https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/david-tax/,1185.0,1.184999999999987,2.0
https://online-learning.tudelft.nl/courses/inclusive-energy-systems-exploring-sustainable-energy-for-all/,1181.0,1.1809999999999832,4.0
https://online-learning.tudelft.nl/courses/electric-cars-technology/,1176.0,1.1759999999999844,5.0
https://www.tudelft.nl/bk/studeren/minoren-en-keuzevakken/archineering/,1167.0,1.1669999999999885,2.0
https://online-learning.tudelft.nl/courses/professional-ethics-for-engineers/,1166.0,1.1659999999999862,5.0
https://www.tudelft.nl/library/bezoek-gebruik/faciliteiten-studieplekken/toegang-buiten-de-campus/overal-toegang-met-library-access/,1166.0,1.1659999999999842,8.0
https://www.tudelft.nl/404/,1142.0,1.141999999999987,3.0
https://www.tudelft.nl/en/eemcs/,1138.0,1.13799999999999,2.0
https://www.tudelft.nl/library/bezoek-gebruik/faciliteiten-studieplekken/toegang-buiten-de-campus/toegang-via-vpn/,1132.0,1.1319999999999881,10.0
https://www.tudelft.nl/en/student/administration/,1129.0,1.1289999999999896,2.0
https://www.tudelft.nl/library/zoeken/,1121.0,1.1209999999999896,9.0
https://www.tudelft.nl/en/2019/ewi/dutch-japanese-astronomical-instrument-measures-49-shades-of-far-infrared/,1119.0,1.118999999999991,2.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/,1119.0,1.1189999999999896,3.0
https://www.tudelft.nl/library/bezoek-gebruik/faciliteiten-studieplekken/toegang-buiten-de-campus/,1111.0,1.110999999999989,9.0
https://www.tudelft.nl/en/eemcs/the-faculty/departments/electrical-sustainable-energy/,1108.0,1.1079999999999914,2.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/ee/msc-electrical-engineering/,1102.0,1.1019999999999903,3.0
https://online-learning.tudelft.nl/courses/automated-software-testing-advanced-skills-for-java-developers/,1101.0,1.1009999999999909,3.0
https://www.tudelft.nl/en/eemcs/the-faculty/departments/electrical-sustainable-energy/intelligent-electrical-power-grids-iepg-group/projects/current-projects/fault-anticipation/,1101.0,1.100999999999992,2.0
https://www.tudelft.nl/studenten/,1100.0,1.09999999999999,5.0
https://www.tudelft.nl/2020/tu-delft/de-magneet-die-niet-bestond/,1098.0,1.0979999999999916,3.0
https://www.tudelft.nl/onderwijs/voorlichting-en-ervaren/master-event/,1095.0,1.0949999999999913,3.0
https://www.tudelft.nl/en/eemcs/the-faculty/departments/electrical-sustainable-energy/intelligent-electrical-power-grids-iepg-group/projects/current-projects/digital-replica/,1094.0,1.0939999999999923,2.0
https://www.tudelft.nl/en/eemcs/the-faculty/departments/electrical-sustainable-energy/intelligent-electrical-power-grids-iepg-group/,1091.0,1.0909999999999926,2.0
https://www.tudelft.nl/en/student/counselling/managing-your-career/,1088.0,1.0879999999999925,2.0
https://www.tudelft.nl/en/student/education/courses-and-examinations/courses/,1088.0,1.0879999999999923,2.0
https://www.tudelft.nl/en/eemcs/the-faculty/departments/electrical-sustainable-energy/intelligent-electrical-power-grids-iepg-group/projects/current-projects/multi-energy-systems/,1084.0,1.0839999999999923,2.0
https://www.tudelft.nl/2020/tu-delft/coronavirus/,1080.0,1.0799999999999925,3.0
https://www.tudelft.nl/en/student/,1078.0,1.0779999999999927,2.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/ee/bsc-electrical-engineering/verplichte-skc/,1077.0,1.0769999999999929,3.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/ct/bsc-civiele-techniek/studentenervaringen/,1076.0,1.0759999999999936,3.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/io/bsc-industrieel-ontwerpen/,1075.0,1.0749999999999933,3.0
https://www.tudelft.nl/citg/over-faculteit/afdelingen/engineering-structures/sections-labs/railway-engineering/professional-education/,1075.0,1.0749999999999933,2.0
https://www.tudelft.nl/studenten/ict/ict-voorzieningen/laptopproject/,1075.0,1.0749999999999924,5.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/me/msc-mechanical-engineering/,1075.0,1.0749999999999929,3.0
https://online-learning.tudelft.nl/courses/automated-software-testing-practical-skills-for-java-developers/,1074.0,1.0739999999999932,3.0
https://www.tudelft.nl/2020/tnw/onderzoekers-maken-zonnecellen-met-behulp-van-enzymen-uit-papajas/,1074.0,1.0739999999999936,3.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/aubs/msc-architecture-urbanism-and-building-sciences/master-tracks/,1073.0,1.072999999999994,3.0
https://www.tudelft.nl/studenten/rechtspositie/klacht-bezwaar-en-beroep/ombudsman-voor-studenten/,1071.0,1.0709999999999933,5.0
https://www.tudelft.nl/2020/tu-delft/masterstudenten-tu-delft-starten-initiatief-om-beademingsapparatuur-te-ontwikkelen/,1070.0,1.069999999999993,3.0
https://www.tudelft.nl/onderwijs/toelating-en-aanmelding/exchange-students/requirements/,1069.0,1.068999999999994,3.0
https://www.tudelft.nl/en/student/ict/help/vpn-openvpn/,1067.0,1.0669999999999942,2.0
https://www.tudelft.nl/en/staff/h.a.terryn,1066.0,1.0659999999999936,3.0
https://www.tudelft.nl/en/ceg/,1066.0,1.0659999999999943,2.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tb/bsc-technische-bestuurskunde/carrieremogelijkheden/waar-tbers-werken/,1066.0,1.0659999999999936,3.0
https://www.tudelft.nl/onderwijs/praktische-zaken/huisvesting-op-kamers/,1066.0,1.065999999999994,3.0
https://www.tudelft.nl/onderwijs/opleidingen/bachelors/ae/bsc-aerospace-engineering/,1065.0,1.064999999999994,3.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/es/msc-embedded-systems/,1064.0,1.063999999999994,3.0
https://www.tudelft.nl/en/student/404/,1064.0,1.0639999999999943,2.0
https://www.tudelft.nl/2020/tu-delft/klimaatarboretum-tu-delft/,1063.0,1.062999999999994,3.0
https://www.tudelft.nl/studenten/ict/software/,1062.0,1.061999999999994,5.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/aubs/msc-architecture-urbanism-and-building-sciences/admission-and-application/,1061.0,1.0609999999999944,3.0
https://www.tudelft.nl/onderwijs/praktische-zaken/collegegeld-en-financien/,1061.0,1.0609999999999946,3.0
https://www.tudelft.nl/onderwijs/opleidingen/masters/cs/msc-computer-science/,1061.0,1.0609999999999944,3.0
https://www.tudelft.nl/en/404/,1060.0,1.0599999999999945,4.0
